charID,charName,movieID,movieName,gender,position_in_credits,title,year,ratingIMDB,votes,genresIMDB,tconst
u32,HONEY,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u33,IMMIGRATION OFFICER,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u34,JORDY,m2,15 minutes,m,2,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u35,KORFIN,m2,15 minutes,m,9,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u36,LEON,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u37,MAGGIE,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u38,MAX,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u39,MILOS,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u40,MUGGER,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u41,NICOLETTE,m2,15 minutes,f,5,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u42,OLEG,m2,15 minutes,m,7,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u43,ROBERT HAWKINS,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u44,ROSE,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u45,SECONDARY OFFICER,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u46,STEPHEN GELLER,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u47,TOMMY,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u48,VENDOR,m2,15 minutes,?,?,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
u49,B20,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u50,BOWMAN,m3,2001: a space odyssey,m,1,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u51,C12,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u52,CHILD,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u53,CO-PILOT,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u54,ELENA,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u55,FLOYD,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u56,HAL,m3,2001: a space odyssey,m,7,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u57,MICHAELS,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u58,MILLER,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u59,PILOT,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u60,POOLE,m3,2001: a space odyssey,m,2,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u61,SMYSLOV,m3,2001: a space odyssey,?,?,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
u62,ATTENDANT,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u63,BARTENDER,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u64,BILLY,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u65,CANDY,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u66,CASEY,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u67,CATES,m4,48 hrs.,m,1,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u68,ELAINE,m4,48 hrs.,f,3,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u69,GANZ,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u70,HADEN,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u71,HAMMOND,m4,48 hrs.,m,2,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u72,HENRY,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u73,KEHOE,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u74,LISA,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u75,LUTHER,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u76,SOSNA,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u77,YOUNG COP,m4,48 hrs.,?,?,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
u78,CORNELIUS,m5,the fifth element,m,3,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u79,DAVID,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u80,DIVA,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u81,FINGER,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u82,GIRL,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u83,KOMMANDER,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u84,KORBEN,m5,the fifth element,m,1,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u85,LEELOO,m5,the fifth element,f,4,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u86,LOC RHOD,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u87,MACTILBURGH,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u88,MOTHER,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u89,MUGGER,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u90,MUNRO,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u91,PRESIDENT,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u92,PRIEST,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u93,PROFESSOR,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u94,SECRETARY,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u95,SHADOW,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u96,STAEDERT,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u97,THAI,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u98,VOICE,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u99,ZORG,m5,the fifth element,?,?,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
u100,AMY,m6,8mm,f,7,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u101,ANGRY DEALER,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u102,DINO,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u103,DINO VELVET,m6,8mm,m,4,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u104,DIRECTOR,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u105,EDDIE,m6,8mm,m,3,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u106,LONGDALE,m6,8mm,m,5,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u107,MALE VOICE,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u108,MAX,m6,8mm,m,2,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u109,MRS CHRISTIAN,m6,8mm,M,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u110,MRS MATHEWS,m6,8mm,M,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u111,NUN,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u112,POLITICIAN,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u113,SALESPERSON,m6,8mm,?,?,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u114,WELLES,m6,8mm,m,1,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
u115,ALICE,m7,a nightmare on elm street 4: the dream master,f,1,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u116,DAN,m7,a nightmare on elm street 4: the dream master,m,3,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u117,DEBBIE,m7,a nightmare on elm street 4: the dream master,?,?,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u118,ELAINE,m7,a nightmare on elm street 4: the dream master,?,?,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u119,KRISTEN,m7,a nightmare on elm street 4: the dream master,?,?,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u120,NURSE,m7,a nightmare on elm street 4: the dream master,?,?,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u121,RICK,m7,a nightmare on elm street 4: the dream master,?,?,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u122,SHEILA,m7,a nightmare on elm street 4: the dream master,?,?,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
u123,ALICE,m8,a nightmare on elm street: the dream child,f,2,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u124,ALICE'S DAD,m8,a nightmare on elm street: the dream child,?,?,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u125,DAN,m8,a nightmare on elm street: the dream child,?,?,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u126,GRETA,m8,a nightmare on elm street: the dream child,?,?,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u127,JACOB,m8,a nightmare on elm street: the dream child,?,?,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u128,MARK,m8,a nightmare on elm street: the dream child,m,7,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u129,MRS. JORDAN,m8,a nightmare on elm street: the dream child,?,?,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u130,YVONNE,m8,a nightmare on elm street: the dream child,f,3,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
u131,CARL,m9,the atomic submarine,m,3,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u132,DAVE,m9,the atomic submarine,m,?,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u133,GRIFF,m9,the atomic submarine,?,?,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u134,KENT,m9,the atomic submarine,?,?,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u135,REEF,m9,the atomic submarine,m,1,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u136,SAUCER VOICE,m9,the atomic submarine,?,?,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u137,SIR IAN,m9,the atomic submarine,?,?,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u138,WENDOVER,m9,the atomic submarine,?,?,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
u139,ALMA,m10,affliction,f,7,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u140,CHICK,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u141,HAND,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u142,JACK,m10,affliction,m,4,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u143,JILL,m10,affliction,f,2,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u144,LARIVIERE,m10,affliction,m,3,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u145,LILLIAN,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u146,LUGENE,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u147,MARGIE,m10,affliction,f,11,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u148,MEL GORDON,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u149,MRS. GORDON,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u150,NICK,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u151,POP,m10,affliction,?,?,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u152,ROLFE,m10,affliction,m,21,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u153,TWOMBLEY,m10,affliction,m,13,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u154,WADE,m10,affliction,m,1,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
u155,ALICE,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u156,CERALLOS,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u157,CHIEF MECHANIC,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u158,COL. CARLTON,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u159,DEAN,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u160,DOHERTY,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u161,GENERAL NORTHWOOD,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u162,GIBBS,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u163,IRAQI SOLDIER,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u164,KC-135 PILOT,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u165,KC-LO PILOT,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u166,KORSHUNOV,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u167,LEE,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u168,MAJOR CALDWELL,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u169,MARSHALL,m11,air force one,m,1,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u170,MITCHELL,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u171,ROSE,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u172,SECRET SERVICE AGENT,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u173,SECRETARY,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u174,SHEPHERD,m11,air force one,m,6,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u175,SWITCHBOARD,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u176,TOWER,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u177,V.P. CHANDLER,m11,air force one,?,?,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
u178,COMMISSIONER,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u179,DUNN,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u180,ELAINE,m12,airplane ii: the sequel,f,2,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u181,JIMMY,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u182,JOE,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u183,JOHN,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u184,KRUGER,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u185,MARY,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u186,OVEUR,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u187,PORTER,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u188,RECEPTIONIST,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u189,ROK,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u190,RUMACK,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u191,SIMON,m12,airplane ii: the sequel,m,4,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u192,STELLA,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u193,TED,m12,airplane ii: the sequel,m,1,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
u194,WIFE,m12,airplane ii: the sequel,?,?,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
